siteCode,cityName,cityCode,cityEnName,siteName,siteEnName,countryCode,countryName,countryEnName,siteType
"ZD98074","图木舒克市","659003","Tumxuk","图木舒克唐王城机场","","CN","中国","China","1"
"ZD14077","广州市","440100","Guangzhou","广州白云国际机场","","CN","中国","China","1"
"ZD43777","北京市","110100","Beijing","北京大兴国际机场","","CN","中国","China","1"
"ZD54572","武汉市","420100","Wuhan","武汉天河国际机场","","CN","中国","China","1"
"ZD61559","大连市","210200","Dalian","大连周水子国际机场","","CN","中国","China","1"
"ZD95504","深圳市","440300","Shenzhen","深圳宝安国际机场","","CN","中国","China","1"
"ZD24135","郑州市","410100","Zhengzhou","郑州新郑国际机场","","CN","中国","China","1"
"ZD26484","南宁市","450100","Nanning","南宁吴圩国际机场","","CN","中国","China","1"
"ZD48477","贵阳市","520100","Guiyang","贵阳龙洞堡国际机场","","CN","中国","China","1"
"ZD92587","长沙市","430100","Changsha","长沙黄花国际机场","","CN","中国","China","1"
"ZD10270","珠海市","440400","Zhuhai","珠海金湾机场","","CN","中国","China","1"
"ZD50446","哈尔滨市","230100","Harbin","哈尔滨太平国际机场","","CN","中国","China","1"
"ZD05688","沈阳市","210100","Shenyang","沈阳桃仙国际机场","","CN","中国","China","1"
"ZD42895","三亚市","460200","Sanya","三亚凤凰国际机场","","CN","中国","China","1"
"ZD68952","揭阳市","445200","Jieyang","揭阳潮汕国际机场","","CN","中国","China","1"
"ZD71819","海口市","460100","Haikou","海口美兰国际机场","","CN","中国","China","1"
"ZD77756","南阳市","411300","Nanyang","南阳姜营机场","","CN","中国","China","1"
"ZD76391","青岛市","370200","Qingdao","青岛胶东国际机场","","CN","中国","China","1"
"ZD39250","昆明市","530100","Kunming","昆明长水国际机场","","CN","中国","China","1"
"ZD09525","合肥市","340100","Hefei","合肥新桥国际机场","","CN","中国","China","1"
"ZD53125","成都市","510100","Chengdu","成都天府国际机场","","CN","中国","China","1"
"ZD94423","南昌市","360100","Nanchang","南昌昌北国际机场","","CN","中国","China","1"
"ZD12009","太原市","140100","Taiyuan","太原武宿国际机场","","CN","中国","China","1"
"ZD45596","宁波市","330200","Ningbo","宁波栎社国际机场","","CN","中国","China","1"
"ZD82273","无锡市","320200","Wuxi","苏南硕放国际机场","","CN","中国","China","1"
"ZD44104","上海市","310100","Shanghai","上海浦东国际机场","","CN","中国","China","1"
"ZD47878","上海市","310100","Shanghai","上海虹桥国际机场","","CN","中国","China","1"
"ZD85159","成都市","510100","Chengdu","成都双流国际机场","","CN","中国","China","1"
"ZD09252","北京市","110100","Beijing","北京首都国际机场","","CN","中国","China","1"
"ZD20234","咸阳市","610400","Xianyang ","西安咸阳国际机场","","CN","中国","China","1"
"ZD41743","长春市","220100","Changchun","长春龙嘉国际机场","","CN","中国","China","1"
"ZD54846","福州市","350100","Fuzhou","福州长乐国际机场","","CN","中国","China","1"
"ZD75053","衢州市","330800","Quzhou","衢州机场","","CN","中国","China","1"
"ZD47362","金华市","330700","Jinhua","义乌机场","","CN","中国","China","1"
"ZD71724","台州市","331000","Taizhou","台州路桥机场","","CN","中国","China","1"
"ZD57061","荆州市","421000","Jingzhou","荆州沙市机场","Jingzhou Shashi Airport","CN","中国","China","1"
"ZD22673","巴中市","511900","Bazhong","巴中恩阳机场","","CN","中国","China","1"
"ZD03496","张家界市","430800","Zhangjiajie ","张家界荷花国际机场","","CN","中国","China","1"
"ZD82364","唐山市","130200","Tangshan","唐山三女河机场","","CN","中国","China","1"
"ZD79684","黄山市","341000","Huangshan","黄山屯溪国际机场","","CN","中国","China","1"
"ZD69098","襄阳市","420600","","襄阳刘集机场","","CN","中国","China","1"
"ZD47030","吉安市","360800","Jian","吉安井冈山机场","","CN","中国","China","1"
"ZD85866","济南市","370100","Jinan","济南遥墙国际机场","","CN","中国","China","1"
"ZD59730","铜仁市","520600","Tongren","铜仁凤凰机场","","CN","中国","China","1"
"ZD64792","遵义市","520300","Zunyi","遵义新舟机场","","CN","中国","China","1"
"ZD95316","三明市","350400","Sanming","三明沙县机场","","CN","中国","China","1"
"ZD54708","乌海市","150300","Wuhai","乌海机场","","CN","中国","China","1"
"ZD99172","常州市","320400","Changzhou","常州奔牛国际机场","","CN","中国","China","1"
"ZD97195","绵阳市","510700","Mianyang ","绵阳南郊机场","","CN","中国","China","1"
"ZD18484","威海市","371000","Weihai","威海国际机场","Weihai Dashuibo International Airport","CN","中国","China","1"
"ZD34460","呼和浩特市","150100","Hohhot","呼和浩特白塔国际机场","","CN","中国","China","1"
"ZD74002","杭州市","330100","Hangzhou","杭州萧山国际机场","","CN","中国","China","1"
"ZD26815","厦门市","350200","Shamen","厦门高崎国际机场","","CN","中国","China","1"
"ZD14735","重庆市","500100","Chongqing","重庆江北国际机场","","CN","中国","China","1"
"ZD37076","南京市","320100","Nanjing","南京禄口国际机场","","CN","中国","China","1"
"ZD71168","石家庄市","130100","Shijiazhuang ","石家庄正定国际机场","","CN","中国","China","1"
"ZD85502","温州市","330300","Wenzhou","温州龙湾国际机场","","CN","中国","China","1"
"ZD73830","阿坝藏族羌族自治州","513200","","九寨黄龙机场","Jiuzhai Huanglong Airport","CN","中国","China","1"
"ZD02335","大理白族自治州","532900","","大理荒草坝机场","Dali Fengyi Airport","CN","中国","China","1"
"ZD57272","池州市","341700","Chizhou","池州九华山机场","","CN","中国","China","1"
"ZD79804","日照市","371100","Rizhao","日照山字河机场","","CN","中国","China","1"
"ZD80202","大同市","140200","Datong","大同云冈机场","","CN","中国","China","1"
"ZD50478","丽江市","530700","","丽江三义国际机场","","CN","中国","China","1"
"ZD77493","西双版纳傣族自治州","532800","","西双版纳嘎洒国际机场","Xishuangbanna Gasa International Airport","CN","中国","China","1"
"ZD32352","惠州市","441300","Huizhou","惠州平潭机场","","CN","中国","China","1"
"ZD79531","湛江市","440800","Zhanjiang","湛江机场","","CN","中国","China","1"
"ZD22672","黔西南布依族苗族自治州","522300","Bouyei and Miao Autonomy in Southwest Guizhou","兴义万峰林机场","","CN","中国","China","1"
"ZD47299","桂林市","450300","Guilin","桂林两江国际机场","","CN","中国","China","1"
"ZD39803","南平市","350700","Nanping","武夷山机场","","CN","中国","China","1"
"ZD77283","拉萨市","540100","Lasa","拉萨贡嘎国际机场","","CN","中国","China","1"
"ZD82082","伊犁哈萨克自治州","654000","","伊宁机场","yining airport","CN","中国","China","1"
"ZD13274","嘉峪关市","620200","Jiayuguan ","嘉峪关机场","","CN","中国","China","1"
"ZD69113","泉州市","350500","Quanzhou","泉州晋江国际机场","","CN","中国","China","1"
"ZD51125","酒泉市","620900","Jiuquan","敦煌莫高国际机场","","CN","中国","China","1"
"ZD13725","北海市","450500","Beihai","北海福成机场","","CN","中国","China","1"
"ZD26923","柳州市","450200","Liuzhou","柳州白莲机场","","CN","中国","China","1"
"ZD50871","毕节市","520500","Bijie","毕节飞雄机场","","CN","中国","China","1"
"ZD35561","琼海市","469002","Qionghai ","琼海博鳌机场","","CN","中国","China","1"
"ZD33765","邯郸市","130400","Handan","邯郸机场","Handan Airport","CN","中国","China","1"
"ZD55329","赤峰市","150400","Chifeng","赤峰玉龙机场","","CN","中国","China","1"
"ZD57779","牡丹江市","231000","Mudanjiang ","牡丹江海浪国际机场","","CN","中国","China","1"
"ZD58482","宜昌市","420500","Yichang","宜昌三峡机场","","CN","中国","China","1"
"ZD54880","衡阳市","430400","Hengyang","衡阳南岳机场","","CN","中国","China","1"
"ZD18087","白山市","220600","Baishan","长白山机场","Baishan Changbaishan Airport","CN","中国","China","1"
"ZD98680","南通市","320600","Nantong","南通兴东国际机场","","CN","中国","China","1"
"ZD06063","扬州市","321000","Yangzhou","扬州泰州国际机场","","CN","中国","China","1"
"ZD00286","徐州市","320300","Xuzhou","徐州观音国际机场","","CN","中国","China","1"
"ZD42436","盐城市","320900","Yancheng","盐城南洋国际机场","","CN","中国","China","1"
"ZD92464","淮安市","320800","Huaian","淮安涟水国际机场","","CN","中国","China","1"
"ZD73021","景德镇市","360200","Jingdezhen ","景德镇罗家机场","","CN","中国","China","1"
"ZD34026","锦州市","210700","Jinzhou","锦州湾机场","","CN","中国","China","1"
"ZD65139","鞍山市","210300","Anshan","鞍山腾鳌机场","","CN","中国","China","1"
"ZD71492","包头市","150200","Baotou","包头东河机场","","CN","中国","China","1"
"ZD75563","呼伦贝尔市","150700","Hulunbuir","满洲里西郊国际机场","Manzhouli Xijiao International Airport","CN","中国","China","1"
"ZD13405","银川市","640100","Yinchuan ","银川河东国际机场","","CN","中国","China","1"
"ZD52267","东营市","370500","Dongying","东营胜利机场","Dongying Shengli Airport","CN","中国","China","1"
"ZD16065","菏泽市","371700","Heze","菏泽牡丹机场","Heze Mudan Airport","CN","中国","China","1"
"ZD58065","潍坊市","370700","Weifang","潍坊机场","","CN","中国","China","1"
"ZD98077","运城市","140800","Yuncheng","运城盐湖国际机场","/","CN","中国","China","1"
"ZD19510","临汾市","141000","Linfen","临汾乔李机场","Linfen Yaodu Airport","CN","中国","China","1"
"ZD29060","长治市","140400","Changzhi","长治王村机场","","CN","中国","China","1"
"ZD36167","天津市","120100","Tianjin","天津滨海国际机场","","CN","中国","China","1"
"ZD43550","阿克苏地区","652900","","库车龟兹机场","","CN","中国","China","1"
"ZD02253","克拉玛依市","650200","Karamay","克拉玛依机场","Karamay Airport","CN","中国","China","1"
"ZD02419","阿勒泰地区","654300","","阿勒泰机场","","CN","中国","China","1"
"ZD23743","哈密市","650500","Hami","哈密机场","","CN","中国","China","1"
"ZD55739","阿拉尔市","659002","Alar","阿拉尔塔里木机场","Alaer Talimu Airport","CN","中国","China","1"
"ZD25846","博尔塔拉蒙古自治州","652700","","博乐阿拉山口机场","","CN","中国","China","1"
"ZD97826","喀什地区","653100","","莎车叶尔羌机场","Shache Airport","CN","中国","China","1"
"ZD05995","塔城地区","654200","","塔城机场","","CN","中国","China","1"
"ZD74930","和田地区","653200","","于田万方机场","Yutian Wanfang Airport","CN","中国","China","1"
"ZD33460","巴音郭楞蒙古自治州","652800","","若羌楼兰机场","Ruoqiang Loulan Airport","CN","中国","China","1"
"ZD15868","阿勒泰地区","654300","","喀纳斯机场","Burqin Kanasi Airport","CN","中国","China","1"
"ZD80517","巴音郭楞蒙古自治州","652800","","且末玉都机场","","CN","中国","China","1"
"ZD74151","伊犁哈萨克自治州","654000","","新源那拉提机场","Xinyuan Nalati Airport","CN","中国","China","1"
"ZD80997","阿勒泰地区","654300","","富蕴可可托海机场","","CN","中国","China","1"
"ZD06534","保山市","530500","Baoshan","腾冲驼峰机场","","CN","中国","China","1"
"ZD00833","舟山市","330900","Zhoushan","舟山普陀山机场","","CN","中国","China","1"
"ZD70483","重庆市","500100","Chongqing","万州五桥机场","","CN","中国","China","1"
"ZD31036","临沂市","371300","Linyi","临沂启阳机场","","CN","中国","China","1"
"ZD72722","乌鲁木齐市","650100","Urumqi","乌鲁木齐天山国际机场","/","CN","中国","China","1"
"ZD76696","昭通市","530600","Zhaotong","昭通机场","","CN","中国","China","1"
"ZD22674","凉山彝族自治州","513400","Liangshan Yi Autonomous Prefecture","西昌青山机场","","CN","中国","China","1"
"ZD89325","迪庆藏族自治州","533400","","迪庆香格里拉机场","Diqing Shangri-La Airport","CN","中国","China","1"
"ZD67751","德宏傣族景颇族自治州","533100","","德宏芒市机场","Dehong Mangshi Airport","CN","中国","China","1"
"ZD54042","吐鲁番市","650400","Turpan","吐鲁番交河机场","","CN","中国","China","1"
"ZD74188","宜宾市","511500","Yibin","宜宾五粮液机场","","CN","中国","China","1"
"ZD40314","泸州市","510500","Luzhou","泸州云龙机场","","CN","中国","China","1"
"ZD00381","达州市","511700","","达州河市机场","","CN","中国","China","1"
"ZD83560","烟台市","370600","Yantai","烟台蓬莱国际机场","","CN","中国","China","1"
"ZD59071","连云港市","320700","Lianyungang ","连云港花果山机场","","CN","中国","China","1"
"ZD00077","佛山市","440600","Foshan","佛山沙堤机场","","CN","中国","China","1"
"ZD88907","兰州市","620100","Lanzhou","兰州中川国际机场","","CN","中国","China","1"
"ZD69716","延安市","610600","Yanan","延安南泥湾机场","","CN","中国","China","1"
"ZD78945","香港","810100","Hong Kong","香港国际机场","Hong Kong International Airport","HK","中国香港","China","1"
"ZD22670","桃园","68000","Taoyuan","桃园国际机场","","TW","中国台湾","China","1"
"ZD22671","台北","63000","Taipei","台北松山机场","","TW","中国台湾","China","1"
"ZD98203","昌迪加尔","IND4830","Samrala","昌迪加尔国际机场","Chandigarh International Airport","IND","印度","India","1"
"ZD95880","新德里","INDICD","New Delhi","新德里国际机场","","IND","印度","India","1"
"ZD48452","吉隆坡","MYSKUL","Kuala Lumpur","吉隆坡国际机场","","MYS","马来西亚","Malaysia","1"
"ZD22669","澳门","820100","Macau","澳门国际机场","","MO","中国澳门","China","1"
"ZD22618","海德拉巴","IND4528","Hyderabad","拉吉夫甘地国际机场","Rajiv Gandhi International Airport","IND","印度","India","1"
"ZD12540","那格浦尔","IND4636","Balod","巴巴萨海布·阿姆倍伽尔博士国际机场","Dr. Babasaheb Ambedkar International Airport","IND","印度","India","1"
"ZD07752","金边","KHM9733","Phnom Penh","金边国际机场","Mezzanine Floor, International Departure, Phnom Penh International Airport","KHM","柬埔寨","Cambodia","1"
"ZD95133","暹粒市","KHM9734","Siem Reap","暹粒国际机场","Siem Reap International Airport","KHM","柬埔寨","Cambodia","1"
"ZD77713","雅加达","IDNJK","Jakarta","雅加达国际机场","","IDN","印度尼西亚","Indonesia","1"
"ZD87092","槟城","MYSPEN","Penang","槟城国际机场","","MYS","马来西亚","Malaysia","1"
"ZD60128","宿务","PHL6371","Cebu","麦克坦-宿务国际机场","Mactan-Cebu International Airport","PHL","菲律宾","Philippines","1"
"ZD66056","悉尼","AUSHBS","Sydney","悉尼金斯福国际机场","","AU","澳大利亚","Australia","1"
"ZD42432","布里斯班","AUSBNE","Brisbane","布里斯班机场","","AU","澳大利亚","Australia","1"
"ZD80351","墨尔本","AUSMEL","Melbourne","墨尔本国际机场","","AU","澳大利亚","Australia","1"
"ZD74575","阿德莱德","AUSADL","Adelaide","阿德莱德机场","","AU","澳大利亚","Australia","1"
"ZD02386","哥本哈根","DNKCPH","Copenhagen","斯楚普国际机场","","DNK","丹麦","Denmark","1"
"ZD73209","赫尔辛基","FINHEL","Helsinki","万塔国际机场","","FIN","芬兰","Finland","1"
"ZD65613","布达佩斯","HUNBU","Budapest","布达佩斯机场","","HUN","匈牙利","Hungary","1"
"ZD62177","马恩岛","IMN9737","Isle of Man","马恩岛机场","Isle of Man Airport","IMN","马恩岛","Isle of Man","1"
"ZD07427","罗马","ITAROM","Rome","菲乌米奇诺机场","","ITA","意大利","Italy","1"
"ZD73562","爱丁堡","GBREDH","Edinburgh","爱丁堡机场","","GBR","英国","United Kingdom","1"
"ZD54664","斯德哥尔摩","SWEAB","Stockholm","阿兰达国际机场","","SWE","瑞典","Sweden","1"
"ZD75577","哥德堡","SWE7607","Gothenburg","哥德堡兰德维特机场","Göteborg Landvetter Airport","SWE","瑞典","Sweden","1"
"ZD74766","伦敦","GBRLND","London","伦敦希斯罗机场","","GBR","英国","United Kingdom","1"
"ZD92216","伦敦","GBRLND","London","盖特威克机场","","GBR","英国","United Kingdom","1"
"ZD13144","迪拜","AREDU","Dubai","迪拜国际机场","","ARE","阿联酋","United Arab Emirates","1"
"ZD72391","皇后镇","NZL6293","Queenstown","皇后镇国际机场","Queenstown Airport","NZL","新西兰","New Zealand","1"
"ZD95135","约翰内斯堡","ZAFJNB","Johannesburg","约翰内斯堡国际机场","","ZAF","南非","South Africa","1"
"ZD19391","德班","ZAF9708","Durban","沙卡国王国际机场","King Shaka International Airport","ZAF","南非","South Africa","1"
"ZD47036","里约热内卢","BRARJ","Rio de Janeiro","里约热内卢国际机场","","BRA","巴西","Brazil","1"
"ZD20394","圣保罗","BRASP","Sao Paulo","圣保罗国际机场","","BRA","巴西","Brazil","1"
"ZD08175","多伦多","CANTOR","Toronto","皮尔森国际机场","","CAN","加拿大","Canada","1"
"ZD00090","温哥华","CANVAN","Vancouver","温哥华国际机场","","CAN","加拿大","Canada","1"
"ZD16425","埃德蒙顿","CAN1468","Leduc","埃德蒙顿国际机场","Edmonton International Airport","CAN","加拿大","Canada","1"
"ZD80017","温尼泊","CAN1480","Brandon","温尼伯理查森国际机场","Winnipeg Richardson International Airport","CAN","加拿大","Canada","1"
"ZD56424","达拉斯","USADAL","Dallas","达拉斯-沃尔斯堡国际机场","","USA","美国","United States","1"
"ZD23100","蒙特利尔","CANMTR","Montreal","特鲁多国际机场","","CAN","加拿大","Canada","1"
"ZD77646","波哥大","COLIOMB","","波哥大埃尔多拉多国际机场","Bogota El Dorado International Airport ","COL","哥伦比亚","Colombia","1"
"ZD97752","卡利","COL9741","Cali","阿方索博尼利亚阿拉贡国际机场","Alfonso Bonilla Aragón International Airport ","COL","哥伦比亚","Colombia","1"
"ZD23135","巴兰基亚","COL9742","Barranquilla","巴兰基亚国际机场","Barranquilla Ernesto Cortissoz Airport","COL","哥伦比亚","Colombia","1"
"ZD02613","布卡拉曼加","COL9743","Bucaramanga","帕洛内格罗国际机场","Palonegro International Airport ","COL","哥伦比亚","Colombia","1"
"ZD99053","麦德林","COL9744","Medellin","何塞·玛丽亚·科尔多瓦国际机场","José María Córdova International Airport ","COL","哥伦比亚","Colombia","1"
"ZD23255","卡塔赫纳","COL9745","Cartagena","拉斐尔努涅斯国际机场","Cartagena Rafael Núñez International Airport","COL","哥伦比亚","Colombia","1"
"ZD52002","萨尔瓦多","COL9746","El Salvador","萨尔瓦多国际机场","El Salvador International Airport","COL","哥伦比亚","Colombia","1"
"ZD55909","仁川","KOR5759","Incheon","仁川国际机场","Incheon International Airport","KOR","韩国","South Korea","1"
"ZD06412","首尔","KOR5761","Seoul","金浦国际机场","Gimpo International Airport","KOR","韩国","South Korea","1"
"ZD84959","新加坡","SGP7649","Singapore","新加坡樟宜机场","Singapore Changi Airport","SGP","新加坡","Singapore","1"
"ZD41238","釜山","KOR5746","Pusan","金海国际机场","Gimhae International Airport","KOR","韩国","South Korea","1"
"ZD39010","坎昆","MEX5996","Cancun","坎昆国际机场","Cancún International Airport","MEXCONUTRY","墨西哥","Mexico","1"
"ZD23929","台中","66000","Taoyuan","中国台中清泉岗机场","/","TW","中国台湾","China","1"
"ZD68823","台北","63000","Taipei","中国台北桃园国际机场","/","TW","中国台湾","China","1"
"ZD64532","高雄","64000","Kaohsiung","中国高雄国际机场","/","TW","中国台湾","China","1"
"ZD04849","金奈","IND4595","Chennai","金奈国际机场","/","IND","印度","India","1"
"ZD32068","伊基克","CHLLR","","伊基克国际机场","/","CHL","智利","Chile","1"
"ZD40322","圣地亚哥","CHLFPF","","希巴欧国际机场","/","CHL","智利","Chile","1"
"ZD97298","特木科","CHLAV","","特木科机场","/","CHL","智利","Chile","1"
"ZD69750","圣地亚哥","CHLFPF","","圣地亚哥机场","/","CHL","智利","Chile","1"
"ZD42459","蒙特港","CHLFH","","蒙特港机场","/","CHL","智利","Chile","1"
"ZD30489","拉塞雷纳","CHLFP","","拉塞雷纳机场","/","CHL","智利","Chile","1"
"ZD64192","康塞普西翁","CHLFD","","康塞普西翁国际机场","/","CHL","智利","Chile","1"
"ZD76318","蓬塔阿雷纳斯","CHLZX","","卡洛斯·德尔坎波总统国际机场","/","CHL","智利","Chile","1"
"ZD99652","安托法加斯塔","CHLSZ","","安托法加斯塔机场","/","CHL","智利","Chile","1"
"ZD74022","圣地亚哥","CHLFPF","","阿图罗梅里诺贝尼特斯机场","/","CHL","智利","Chile","1"
"ZD82713","阿里卡","CHLJM","","阿里卡国际机场","/","CHL","智利","Chile","1"
"ZD79099","直布罗陀","GIBWB","","直布罗陀国际机场","/","GIB","直布罗陀","Gibraltar","1"
"ZD92688","泽西岛","JEYRC","","泽西岛机场","/","JEY","泽西岛行政区","Bailiwick of Jersey","1"
"ZD13913","卢萨卡","ZMBTC","","卢萨卡国际机场","/","ZMB","赞比亚","Zambia","1"
"ZD28451","利文斯敦","ZMBQA","","利文斯敦国际机场","/","ZMB","赞比亚","Zambia","1"
"ZD30071","因弗内斯","GBR4065","Inverness","因弗尼斯机场","/","GBR","英国","United Kingdom","1"
"ZD64416","伦敦","GBRLND","London","斯坦斯特德机场","/","GBR","英国","United Kingdom","1"
"ZD60513","纽卡斯尔安德莱姆","GBR3849","Newcastle-under-Lyme","纽卡斯尔机场","/","GBR","英国","United Kingdom","1"
"ZD35969","纽基","GBR3643","Newquay","纽基机场","/","GBR","英国","United Kingdom","1"
"ZD20827","南安普敦","GBR3735","Southampton","南安普敦机场","/","GBR","英国","United Kingdom","1"
"ZD45849","曼彻斯特","GBRMAN","Manchester","曼彻斯特国际机场","","GBR","英国","United Kingdom","1"
"ZD32552","伦敦","GBRLND","London","伦敦德里机场","/","GBR","英国","United Kingdom","1"
"ZD36109","伦敦","GBRLND","London","伦敦城市机场","/","GBR","英国","United Kingdom","1"
"ZD96092","利兹","GBR4018","Leeds","利兹机场","/","GBR","英国","United Kingdom","1"
"ZD76903","利物浦","GBR3707","Liverpool","利物浦约翰·列侬机场","/","GBR","英国","United Kingdom","1"
"ZD69522","加的夫","GBR3682","Cardiff","加的夫机场","/","GBR","英国","United Kingdom","1"
"ZD94362","格拉斯哥","GBR3931","Glasgow","格拉斯哥机场","/","GBR","英国","United Kingdom","1"
"ZD95404","德比","GBR3866","Derby","东密德兰机场","/","GBR","英国","United Kingdom","1"
"ZD45122","布里斯托尔","GBRBST","Bristol","布里斯托尔机场","","GBR","英国","United Kingdom","1"
"ZD87735","伯明翰","GBRBIR","Birmingham","伯明翰机场","","GBR","英国","United Kingdom","1"
"ZD23435","贝尔法斯特","GBR3659","Belfast","贝尔法斯特机场","/","GBR","英国","United Kingdom","1"
